distance	id	tc	localization_cat	tc_region	hval_cat
20	membrane;cds;hval_midlo	0.0537208053004528	membrane	cds	hval_midlo
21	membrane;cds;hval_midlo	0.0818602747435471	membrane	cds	hval_midlo
22	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
23	membrane;cds;hval_midlo	0.00767440075720755	membrane	cds	hval_midlo
24	membrane;cds;hval_midlo	0.0230232022716226	membrane	cds	hval_midlo
25	membrane;cds;hval_midlo	0.0588370724719245	membrane	cds	hval_midlo
26	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
27	membrane;cds;hval_midlo	0.0153488015144151	membrane	cds	hval_midlo
28	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
29	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
30	membrane;cds;hval_midlo	0.00767440075720755	membrane	cds	hval_midlo
31	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
32	membrane;cds;hval_midlo	0.00767440075720755	membrane	cds	hval_midlo
33	membrane;cds;hval_midlo	0.0127906679286792	membrane	cds	hval_midlo
34	membrane;cds;hval_midlo	0.0102325343429434	membrane	cds	hval_midlo
35	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
36	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
37	membrane;cds;hval_midlo	0.0204650686858868	membrane	cds	hval_midlo
38	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
39	membrane;cds;hval_midlo	0.0255813358573585	membrane	cds	hval_midlo
40	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
-40	membrane;cds;hval_midmid	0.0460464045432453	membrane	cds	hval_midmid
-39	membrane;cds;hval_midmid	0.0179069351001509	membrane	cds	hval_midmid
-38	membrane;cds;hval_midmid	0.0179069351001509	membrane	cds	hval_midmid
-37	membrane;cds;hval_midmid	0	membrane	cds	hval_midmid
-36	membrane;cds;hval_midmid	0	membrane	cds	hval_midmid
-35	membrane;cds;hval_midmid	0	membrane	cds	hval_midmid
-34	membrane;cds;hval_midmid	0.0204650686858868	membrane	cds	hval_midmid
-33	membrane;cds;hval_midmid	0.0383720037860377	membrane	cds	hval_midmid
-32	membrane;cds;hval_midmid	0.0767440075720755	membrane	cds	hval_midmid
-31	membrane;cds;hval_midmid	0	membrane	cds	hval_midmid
-30	membrane;cds;hval_midmid	0.00767440075720755	membrane	cds	hval_midmid
-29	membrane;cds;hval_midmid	0.0613952060576603	membrane	cds	hval_midmid
-28	membrane;cds;hval_midmid	0.0255813358573585	membrane	cds	hval_midmid
-27	membrane;cds;hval_midmid	0.0255813358573585	membrane	cds	hval_midmid
-26	membrane;cds;hval_midmid	0.0179069351001509	membrane	cds	hval_midmid
-25	membrane;cds;hval_midmid	0.0204650686858868	membrane	cds	hval_midmid
-24	membrane;cds;hval_midmid	0	membrane	cds	hval_midmid
-23	membrane;cds;hval_midmid	0.0358138702003019	membrane	cds	hval_midmid
-22	membrane;cds;hval_midmid	0.125348545701056	membrane	cds	hval_midmid
-21	membrane;cds;hval_midmid	0.0153488015144151	membrane	cds	hval_midmid
-20	membrane;cds;hval_midmid	0.0102325343429434	membrane	cds	hval_midmid
-19	membrane;cds;hval_midmid	0.0690696068148679	membrane	cds	hval_midmid
-18	membrane;cds;hval_midmid	0.0537208053004528	membrane	cds	hval_midmid
-17	membrane;cds;hval_midmid	0.0562789388861887	membrane	cds	hval_midmid
-16	membrane;cds;hval_midmid	0.0690696068148679	membrane	cds	hval_midmid
-15	membrane;cds;hval_midmid	0.0562789388861887	membrane	cds	hval_midmid
-14	membrane;cds;hval_midmid	0.130464812872528	membrane	cds	hval_midmid
-13	membrane;cds;hval_midmid	0.0767440075720755	membrane	cds	hval_midmid
-12	membrane;cds;hval_midmid	0.0383720037860377	membrane	cds	hval_midmid
-11	membrane;cds;hval_midmid	0.0230232022716226	membrane	cds	hval_midmid
-10	membrane;cds;hval_midmid	0.135581080044	membrane	cds	hval_midmid
-9	membrane;cds;hval_midmid	0.00767440075720755	membrane	cds	hval_midmid
-8	membrane;cds;hval_midmid	0.0358138702003018	membrane	cds	hval_midmid
-7	membrane;cds;hval_midmid	0.0639533396433962	membrane	cds	hval_midmid
-6	membrane;cds;hval_midmid	0.102325343429434	membrane	cds	hval_midmid
-5	membrane;cds;hval_midmid	0.140697347215472	membrane	cds	hval_midmid
-4	membrane;cds;hval_midmid	0.0486045381289811	membrane	cds	hval_midmid
-3	membrane;cds;hval_midmid	0.138139213629736	membrane	cds	hval_midmid
-2	membrane;cds;hval_midmid	0.125348545701056	membrane	cds	hval_midmid
-1	membrane;cds;hval_midmid	0.153488015144151	membrane	cds	hval_midmid
0	membrane;cds;hval_midmid	1.12302064413804	membrane	cds	hval_midmid
1	membrane;cds;hval_midmid	0.0895346755007547	membrane	cds	hval_midmid
2	membrane;cds;hval_midmid	0.0230232022716226	membrane	cds	hval_midmid
3	membrane;cds;hval_midmid	0.186743751758717	membrane	cds	hval_midmid
4	membrane;cds;hval_midmid	0.0869765419150187	membrane	cds	hval_midmid
5	membrane;cds;hval_midmid	0.0588370724719245	membrane	cds	hval_midmid
6	membrane;cds;hval_midmid	0.0127906679286792	membrane	cds	hval_midmid
7	membrane;cds;hval_midmid	0.138139213629736	membrane	cds	hval_midmid
8	membrane;cds;hval_midmid	0.0613952060576603	membrane	cds	hval_midmid
9	membrane;cds;hval_midmid	0.135581080044	membrane	cds	hval_midmid
10	membrane;cds;hval_midmid	0.0409301373717735	membrane	cds	hval_midmid
11	membrane;cds;hval_midmid	0.120232278529585	membrane	cds	hval_midmid
12	membrane;cds;hval_midmid	0.0434882709575094	membrane	cds	hval_midmid
13	membrane;cds;hval_midmid	0.0255813358573585	membrane	cds	hval_midmid
14	membrane;cds;hval_midmid	0.0562789388861886	membrane	cds	hval_midmid
15	membrane;cds;hval_midmid	0.0434882709575094	membrane	cds	hval_midmid
16	membrane;cds;hval_midmid	0.0230232022716226	membrane	cds	hval_midmid
17	membrane;cds;hval_midmid	0.0204650686858868	membrane	cds	hval_midmid
18	membrane;cds;hval_midmid	0.0204650686858868	membrane	cds	hval_midmid
19	membrane;cds;hval_midmid	0.0102325343429434	membrane	cds	hval_midmid
20	membrane;cds;hval_midmid	0.0179069351001509	membrane	cds	hval_midmid
21	membrane;cds;hval_midmid	0.033255736614566	membrane	cds	hval_midmid
22	membrane;cds;hval_midmid	0.0179069351001509	membrane	cds	hval_midmid
23	membrane;cds;hval_midmid	0.0102325343429434	membrane	cds	hval_midmid
24	membrane;cds;hval_midmid	0.0102325343429434	membrane	cds	hval_midmid
25	membrane;cds;hval_midmid	0.0153488015144151	membrane	cds	hval_midmid
26	membrane;cds;hval_midmid	0	membrane	cds	hval_midmid
27	membrane;cds;hval_midmid	0.033255736614566	membrane	cds	hval_midmid
28	membrane;cds;hval_midmid	0.0204650686858868	membrane	cds	hval_midmid
29	membrane;cds;hval_midmid	0.0255813358573585	membrane	cds	hval_midmid
30	membrane;cds;hval_midmid	0.0204650686858868	membrane	cds	hval_midmid
31	membrane;cds;hval_midmid	0	membrane	cds	hval_midmid
32	membrane;cds;hval_midmid	0.0102325343429434	membrane	cds	hval_midmid
33	membrane;cds;hval_midmid	0	membrane	cds	hval_midmid
34	membrane;cds;hval_midmid	0	membrane	cds	hval_midmid
35	membrane;cds;hval_midmid	0	membrane	cds	hval_midmid
36	membrane;cds;hval_midmid	0.0179069351001509	membrane	cds	hval_midmid
37	membrane;cds;hval_midmid	0	membrane	cds	hval_midmid
38	membrane;cds;hval_midmid	0	membrane	cds	hval_midmid
39	membrane;cds;hval_midmid	0.0972090762579621	membrane	cds	hval_midmid
40	membrane;cds;hval_midmid	0.00767440075720755	membrane	cds	hval_midmid
